Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Bought Condition,Price,Registered state
Toyota,Camry,2009.0,Black,Nigerian Used,232408.0,2400.0,Imported,2912000.0,lagos
Mercedes-Benz,C300,2008.0,Silver,Nigerian Used,357736.0,3000.0,Imported,3640000.0,unknown
Mazda,3,2008.0,Gray,Foreign Used,364068.0,2300.0,Imported,3045000.0,unknown
Lexus,IS,2014.0,Gray,Nigerian Used,55572.0,2400.0,Registered,9450000.0,abuja
Jeep,Wrangler,2013.0,White,Nigerian Used,33649.0,3600.0,Imported,20000000.0,abuja
Ford,Edge,2007.0,Gray,Nigerian Used,296388.0,2500.0,Registered,2748000.0,lagos
Ford,Edge,2014.0,Brown,Nigerian Used,131009.0,3500.0,Brand new,5240000.0,lagos
Honda,CR-V,2018.0,Beige,Nigerian Used,28535.0,2400.0,Brand new,15225000.0,lagos
Toyota,Highlander,2001.0,Green,Nigerian Used,207273.0,3000.0,Registered,2600000.0,rivers
Toyota,Corolla,2006.0,Silver,Nigerian Used,168400.0,1800.0,Registered,2808000.0,abuja
Nissan,Altima,2011.0,Red,Nigerian Used,157979.0,2500.0,Imported,2100000.0,lagos
Mitsubishi,Outlander,2009.0,Black,Nigerian Used,66516.0,3000.0,Registered,3255000.0,lagos
Mercedes-Benz,R-Class,2008.0,Ivory,Foreign Used,250525.0,3500.0,Imported,3780000.0,unknown
Toyota,Highlander,2015.0,Blue,Nigerian Used,68701.0,2700.0,Imported,10500000.0,abuja
Toyota,Avalon,2007.0,White,Nigerian Used,276226.0,3500.0,Registered,2600000.0,rivers
Lexus,RX 350,2015.0,Gray,Foreign Used,85468.0,3500.0,Imported,16640000.0,unknown
Ford,Escape,2006.0,Red,Nigerian Used,296746.0,3000.0,Registered,2310000.0,lagos
Mercedes-Benz,C300,2008.0,Gray,Foreign Used,106554.0,3000.0,Imported,4225000.0,unknown
Mitsubishi,Outlander,2007.0,White,Nigerian Used,338703.0,3000.0,Imported,3360000.0,lagos
Hyundai,Sonata,2011.0,White,Foreign Used,124326.0,2400.0,Registered,3150000.0,unknown
Toyota,Camry,2010.0,Blue,Nigerian Used,204658.0,2500.0,Imported,3120000.0,unknown
Honda,Pilot,2010.0,Blue,Foreign Used,394929.0,3500.0,Imported,4725000.0,unknown
Toyota,Corolla,2007.0,White,Foreign Used,147572.0,1800.0,Imported,3432000.0,unknown
Toyota,Camry,2008.0,Gray,Nigerian Used,55891.0,3500.0,Registered,2415000.0,unknown
Toyota,Highlander,2014.0,Silver,Nigerian Used,112840.0,3500.0,Registered,10100000.0,abuja
Toyota,Highlander,2005.0,Red,Nigerian Used,125473.0,3300.0,Registered,2912000.0,unknown
Toyota,Corolla,2010.0,Blue,Nigerian Used,236181.0,1800.0,Registered,3016000.0,lagos
Toyota,Avalon,2005.0,White,Nigerian Used,151081.0,3500.0,Registered,2600000.0,unknown
Nissan,Maxima,2007.0,Silver,Nigerian Used,299079.0,3500.0,Imported,2415000.0,unknown
Toyota,Corolla,2003.0,Red,Nigerian Used,270764.0,1800.0,Imported,2080000.0,unknown
Toyota,Highlander,2005.0,Silver,Nigerian Used,330516.0,3300.0,Imported,3016000.0,lagos
Kia,Optima,2012.0,Black,Nigerian Used,121823.0,2000.0,Registered,3120000.0,lagos
Hyundai,Veloster,2013.0,Black,Foreign Used,166405.0,1600.0,Imported,4515000.0,unknown
Toyota,Camry,2010.0,Gray,Nigerian Used,155933.0,2500.0,Imported,2912000.0,lagos
Hyundai,Ix35,2014.0,Black,Nigerian Used,98679.0,2000.0,Brand new,4264000.0,unknown
Lexus,GX,2010.0,Silver,Nigerian Used,193914.0,3500.0,Registered,4725000.0,lagos
Toyota,Camry,2014.0,Black,Foreign Used,18500.0,2400.0,Imported,4725000.0,unknown
Honda,Accord,2008.0,Black,Nigerian Used,137823.0,2400.0,Imported,2080000.0,lagos
Toyota,Camry,2013.0,Red,Nigerian Used,132385.0,2500.0,Registered,4410000.0,abuja
Ford,Explorer,2014.0,White,Foreign Used,106349.0,3700.0,Imported,7350000.0,unknown
Lexus,RX 350,2015.0,Silver,Foreign Used,122264.0,3500.0,Imported,15525000.0,unknown
Mazda,5,2009.0,Gray,Nigerian Used,231679.0,2300.0,Registered,2940000.0,unknown
Toyota,Sienna,2008.0,Black,Nigerian Used,158485.0,3500.0,Imported,3120000.0,unknown
Honda,Accord,2008.0,Black,Nigerian Used,165637.0,2400.0,Imported,2288000.0,lagos
Nissan,Altima,2008.0,White,Foreign Used,199046.0,2500.0,Imported,4160000.0,unknown
Mercedes-Benz,GLK-Class,2013.0,White,Foreign Used,54560.0,3500.0,Imported,14560000.0,unknown
Honda,CR-V,2008.0,Gold,Foreign Used,229263.0,2400.0,Imported,3675000.0,unknown
Ford,Focus,2007.0,White,Foreign Used,230281.0,2000.0,Imported,3045000.0,unknown
Ford,Escape,2013.0,Gray,Nigerian Used,84629.0,1600.0,Registered,3570000.0,abuja
Lexus,RX 300,2002.0,Gray,Foreign Used,228302.0,3000.0,Imported,3675000.0,unknown
Toyota,RAV4,2007.0,Black,Foreign Used,91214.0,2400.0,Imported,3675000.0,unknown
Ford,Edge,2014.0,Red,Nigerian Used,232933.0,3500.0,Imported,4960000.0,unknown
Toyota,Camry,2012.0,Green,Nigerian Used,88049.0,2500.0,Registered,4576000.0,abuja
Toyota,Camry,2006.0,Gray,Nigerian Used,103028.0,3000.0,Registered,2288000.0,akwa ibom
Toyota,Corolla,2006.0,Black,Nigerian Used,126063.0,1800.0,Imported,2912000.0,abuja
Mercedes-Benz,E350,2011.0,Gray,Nigerian Used,173695.0,3500.0,Registered,4200000.0,lagos
Toyota,Camry,2005.0,Gold,Nigerian Used,324365.0,2400.0,Registered,2288000.0,lagos
Toyota,Corolla,2005.0,Silver,Nigerian Used,299999.0,1800.0,Registered,2205000.0,lagos
Lexus,RX,2004.0,Black,Nigerian Used,161701.0,3300.0,Registered,3465000.0,lagos
Toyota,Corolla,2009.0,Gray,Nigerian Used,111617.0,1800.0,Imported,4056000.0,unknown
Saturn,Vue,2004.0,Black,Nigerian Used,476062.0,3200.0,Imported,1575000.0,lagos
Toyota,Highlander,2014.0,Red,Nigerian Used,110880.0,3500.0,Registered,9975000.0,lagos
Toyota,Camry,2007.0,Silver,Nigerian Used,25490.0,3500.0,Registered,2520000.0,abuja
Toyota,Corolla,2010.0,Silver,Nigerian Used,283309.0,1800.0,Registered,2835000.0,lagos
Mercedes-Benz,M Class,2008.0,Silver,Nigerian Used,211370.0,3500.0,Registered,3660000.0,lagos
Mazda,CX-9,2008.0,Silver,Nigerian Used,157470.0,3700.0,Imported,3150000.0,unknown
Nissan,Altima,2013.0,Black,Nigerian Used,211534.0,2500.0,Imported,3675000.0,lagos
Honda,Pilot,2012.0,Black,Nigerian Used,133592.0,3500.0,Registered,3150000.0,unknown
Toyota,Camry,2012.0,Black,Nigerian Used,51225.0,2500.0,Imported,4524000.0,lagos
Toyota,Corolla,2003.0,Black,Nigerian Used,395596.0,1800.0,Imported,2496000.0,nasarawa
Mercedes-Benz,GLK-Class,2012.0,Black,Foreign Used,100089.0,3500.0,Imported,8400000.0,unknown
Toyota,Camry,2009.0,Green,Foreign Used,262507.0,2400.0,Imported,3355000.0,unknown
Toyota,Camry,2008.0,Silver,Nigerian Used,339828.0,2400.0,Registered,2415000.0,lagos
Honda,Pilot,2006.0,Black,Nigerian Used,136850.0,3500.0,Imported,2004000.0,lagos
Toyota,Corolla,2003.0,Silver,Nigerian Used,147751.0,1800.0,Registered,2095000.0,rivers
Chevrolet,Malibu,2013.0,White,Nigerian Used,89416.0,2500.0,Registered,5250000.0,abuja
Toyota,Sienna,2007.0,Blue,Nigerian Used,25142.0,3300.0,Imported,3120000.0,imo
Lincoln,MKX,2007.0,Off white,Nigerian Used,92850.0,3500.0,Registered,4200000.0,lagos
Mercedes-Benz,C-Class,2012.0,Black,Foreign Used,179180.0,3000.0,Imported,10500000.0,unknown
Ford,Taurus,2013.0,Gold,Nigerian Used,110610.0,2500.0,Registered,3150000.0,lagos
Ford,Mustang,2011.0,Red,Foreign Used,190261.0,3700.0,Imported,7665000.0,unknown
Honda,FR-V,2005.0,Gray,Foreign Used,127507.0,1700.0,Imported,2835000.0,unknown
Honda,Accord,2008.0,Black,Nigerian Used,132714.0,3500.0,Registered,2392000.0,abuja
Toyota,Corolla,2007.0,Gray,Nigerian Used,189367.0,1800.0,Registered,2205000.0,lagos
Nissan,Maxima,2011.0,Black,Foreign Used,163411.0,3500.0,Imported,3150000.0,unknown
Toyota,Avalon,2006.0,Gray,Nigerian Used,136346.0,3500.0,Registered,2100000.0,lagos
Toyota,Corolla,2010.0,White,Nigerian Used,220993.0,1800.0,Registered,2520000.0,akwa ibom
Honda,Pilot,2008.0,Green,Nigerian Used,165519.0,3500.0,Imported,2912000.0,lagos
Hyundai,Santa Fe,2009.0,Black,Nigerian Used,67012.0,2700.0,Registered,2625000.0,lagos
Toyota,Corolla,2006.0,Gray,Nigerian Used,482800.0,1800.0,Registered,2310000.0,lagos
Pontiac,Torrent,2006.0,White,Nigerian Used,189575.0,3400.0,Registered,2100000.0,unknown
Toyota,Sienna,2012.0,Blue,Nigerian Used,180320.0,3500.0,Imported,4740000.0,lagos
Toyota,Corolla,2011.0,Black,Foreign Used,136136.0,1800.0,Imported,5720000.0,unknown
Rover,Land,2013.0,White,Foreign Used,154023.0,2500.0,Imported,15750000.0,unknown
Toyota,Yaris,2012.0,Blue,Foreign Used,135960.0,1500.0,Imported,4725000.0,unknown
Honda,Pilot,2003.0,Gold,Foreign Used,240449.0,3500.0,Imported,2992500.0,unknown
Lexus,ES,2005.0,Red,Nigerian Used,241917.0,3300.0,Imported,2808000.0,lagos
Toyota,Corolla,2014.0,White,Foreign Used,82952.0,1800.0,Imported,7488000.0,unknown
Mercedes-Benz,CL,2014.0,Black,Nigerian Used,90171.0,2000.0,Registered,7245000.0,lagos
Lexus,IS,2010.0,Gray,Nigerian Used,99606.0,2500.0,Imported,4472000.0,unknown
Honda,Accord,2016.0,White,Foreign Used,92868.0,2400.0,Imported,7875000.0,unknown
Toyota,Camry,2009.0,Purple,Nigerian Used,184659.0,2500.0,Registered,2625000.0,unknown
Toyota,Avalon,2005.0,Gray,Nigerian Used,351914.0,3500.0,Registered,2288000.0,lagos
Mercedes-Benz,GLK-Class,2010.0,Gray,Nigerian Used,266214.0,3500.0,Imported,6760000.0,abuja
Toyota,Land Cruiser Prado,2007.0,Black,Nigerian Used,98377.0,2700.0,Registered,6300000.0,abuja
Toyota,Matrix,2007.0,Silver,Nigerian Used,98935.0,1800.0,Registered,2392000.0,unknown
Mazda,5,2005.0,Silver,Nigerian Used,195531.0,1800.0,Imported,3360000.0,unknown
Honda,Accord,2006.0,Black,Nigerian Used,228785.0,2000.0,Imported,2080000.0,abuja
Toyota,Corolla,2007.0,Black,Nigerian Used,262735.0,1800.0,Registered,2415000.0,abuja
Hyundai,Elantra,2016.0,Blue,Nigerian Used,73157.0,1600.0,Brand new,4725000.0,lagos
Toyota,Camry,2007.0,Gold,Nigerian Used,355783.0,2700.0,Imported,2704000.0,unknown
Toyota,Sienna,2009.0,Gold,Nigerian Used,234817.0,3500.0,Registered,2415000.0,lagos
Toyota,Camry,2003.0,Gray,Nigerian Used,283513.0,2000.0,Registered,2080000.0,abuja
SsangYong,Kyron,2013.0,Black,Nigerian Used,70466.0,2500.0,Registered,2467500.0,lagos
Honda,Ridgeline,2006.0,Silver,Nigerian Used,71884.0,3500.0,Imported,3640000.0,unknown
Honda,Accord,2008.0,Brown,Nigerian Used,180548.0,2400.0,Registered,2288000.0,ondo
Toyota,Camry,2007.0,Silver,Nigerian Used,400880.0,3500.0,Imported,2912000.0,lagos
Ford,Ranger,2008.0,Black,Foreign Used,308951.0,3000.0,Imported,3600000.0,unknown
Toyota,Sienna,2005.0,Blue,Nigerian Used,103289.0,3300.0,Registered,3640000.0,abuja
Toyota,Highlander,2001.0,Gold,Nigerian Used,182201.0,3000.0,Registered,2496000.0,lagos
Hyundai,Santa Fe,2009.0,Gray,Nigerian Used,284983.0,3300.0,Imported,2912000.0,lagos
Toyota,Camry,2007.0,Blue,Nigerian Used,283819.0,3500.0,Registered,2310000.0,lagos
Toyota,Corolla,2012.0,Black,Nigerian Used,139694.0,1800.0,Registered,3150000.0,abuja
Ford,Explorer,2008.0,Gray,Nigerian Used,191244.0,4000.0,Registered,3120000.0,lagos
Lexus,RX 350,2009.0,Blue,Nigerian Used,89219.0,3500.0,Imported,5020000.0,unknown
Volkswagen,Routan,2009.0,Blue,Nigerian Used,86969.0,4000.0,Registered,2310000.0,lagos
Honda,Accord,2009.0,Gray,Nigerian Used,245479.0,2400.0,Imported,2704000.0,lagos
Toyota,Highlander,2004.0,Blue,Nigerian Used,191719.0,3300.0,Imported,2520000.0,unknown
Pontiac,Vibe,2006.0,Blue,Nigerian Used,51942.0,1800.0,Imported,3120000.0,akwa ibom
Toyota,Camry,2010.0,White,Foreign Used,152434.0,2500.0,Imported,4680000.0,unknown
Honda,Accord Crosstour,2013.0,White,Foreign Used,98475.0,3500.0,Imported,8640000.0,unknown
Honda,Accord,2007.0,Red,Nigerian Used,149002.0,2400.0,Registered,1664000.0,lagos
Nissan,Pathfinder,2006.0,Black,Nigerian Used,206562.0,4000.0,Imported,2600000.0,unknown
Lexus,RX 350,2008.0,Silver,Foreign Used,167091.0,3500.0,Imported,6300000.0,unknown
Toyota,Corolla,2004.0,Gray,Nigerian Used,455810.0,1800.0,Registered,1890000.0,lagos
Toyota,Camry,2007.0,Gold,Nigerian Used,172800.0,2500.0,Registered,2600000.0,unknown
Toyota,Camry,2014.0,Black,Nigerian Used,266699.0,2500.0,Imported,4410000.0,unknown
Mercedes-Benz,C300,2015.0,Gray,Foreign Used,94305.0,2000.0,Imported,11550000.0,unknown
Toyota,HiAce,2010.0,White,Nigerian Used,156184.0,2700.0,Registered,10500000.0,unknown
Toyota,RAV4,2013.0,Gray,Nigerian Used,140506.0,2500.0,Imported,6300000.0,unknown
Toyota,Sienna,2007.0,White,Nigerian Used,489310.0,3500.0,Imported,2415000.0,lagos
Kia,Rio,2018.0,Blue,Nigerian Used,13186.0,1400.0,Brand new,5200000.0,unknown
Ford,Edge,2007.0,Black,Nigerian Used,180283.0,3500.0,Imported,2808000.0,abuja
Mitsubishi,Outlander,2016.0,Gray,Nigerian Used,72602.0,2400.0,Registered,8925000.0,lagos
Lexus,RX 400h,2007.0,Silver,Nigerian Used,197800.0,3300.0,Registered,3150000.0,lagos
Toyota,Camry,2003.0,Black,Nigerian Used,242303.0,2400.0,Registered,1872000.0,lagos
BMW,528i,2008.0,Gray,Nigerian Used,204992.0,3000.0,Registered,4515000.0,unknown
Toyota,Corolla,2003.0,Silver,Nigerian Used,234743.0,1600.0,Registered,2496000.0,abuja
Lexus,RX,2013.0,Black,Nigerian Used,86245.0,3000.0,Registered,8715000.0,lagos
Mercedes-Benz,C300,2009.0,White,Nigerian Used,237284.0,3000.0,Registered,3155000.0,lagos
Mercedes-Benz,GLA-Class,2015.0,Gray,Nigerian Used,161595.0,2000.0,Imported,15750000.0,lagos
Honda,CR-V,2007.0,Gold,Nigerian Used,181379.0,2400.0,Registered,2600000.0,lagos
Toyota,Corolla,2003.0,Black,Nigerian Used,294168.0,1800.0,Registered,2184000.0,akwa ibom
Toyota,Camry,2009.0,Black,Nigerian Used,123355.0,2400.0,Imported,2520000.0,unknown
Nissan,Altima,2002.0,Black,Nigerian Used,303247.0,2500.0,Registered,1785000.0,unknown
Toyota,Corolla,2003.0,Gray,Nigerian Used,154192.0,1800.0,Registered,2080000.0,unknown
Ford,Edge,2012.0,Silver,Foreign Used,75181.0,3500.0,Imported,7280000.0,unknown
Mercedes-Benz,C300,2016.0,Gray,Nigerian Used,42444.0,2000.0,Imported,11440000.0,unknown
Acura,MDX,2008.0,Silver,Nigerian Used,99439.0,3700.0,Registered,3536000.0,unknown
Toyota,Matrix,2009.0,White,Nigerian Used,121068.0,2400.0,Imported,3640000.0,unknown
Nissan,Xterra,2003.0,Yellow,Nigerian Used,245561.0,3300.0,Imported,1680000.0,lagos
Toyota,Corolla,2008.0,Black,Nigerian Used,160093.0,1800.0,Registered,2310000.0,lagos
Toyota,Camry,2005.0,Silver,Nigerian Used,200274.0,2400.0,Registered,2080000.0,unknown
Toyota,Camry,2005.0,Silver,Nigerian Used,179513.0,3300.0,Registered,2080000.0,lagos
Lexus,RX 400h,2008.0,Black,Nigerian Used,143297.0,3300.0,Imported,3150000.0,unknown
Toyota,Sienna,2016.0,Gray,Foreign Used,48989.0,3500.0,Imported,9450000.0,unknown
Ford,Edge,2007.0,Black,Nigerian Used,201177.0,3500.0,Brand new,3120000.0,anambra
Lexus,RX,2005.0,Silver,Nigerian Used,196339.0,3300.0,Registered,3952000.0,unknown
Toyota,Corolla,2008.0,Black,Nigerian Used,145124.0,1800.0,Registered,2625000.0,unknown
Honda,Accord,2008.0,Silver,Nigerian Used,349778.0,2400.0,Registered,2100000.0,unknown
Toyota,Highlander,2013.0,Gray,Nigerian Used,203214.0,3500.0,Imported,5250000.0,lagos
Mercedes-Benz,C300,2016.0,Black,Foreign Used,52447.0,4000.0,Imported,13640000.0,unknown
Lexus,RX,2004.0,Black,Nigerian Used,327201.0,3300.0,Registered,4160000.0,lagos
Toyota,Camry,2002.0,Black,Nigerian Used,203096.0,3000.0,Registered,1872000.0,unknown
Hyundai,H1,2008.0,White,Nigerian Used,68733.0,2500.0,Imported,3900000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,217668.0,2400.0,Registered,2625000.0,lagos
Kia,Soul,2013.0,Black,Nigerian Used,78316.0,1600.0,Brand new,2835000.0,lagos
Volkswagen,Jetta,2008.0,Silver,Foreign Used,202250.0,2500.0,Imported,3150000.0,unknown
Mercedes-Benz,C300,2015.0,White,Nigerian Used,64050.0,2000.0,Registered,9880000.0,lagos
Volkswagen,Jetta,2010.0,Gray,Foreign Used,179598.0,2000.0,Imported,3780000.0,unknown
Toyota,Camry,2002.0,Brown,Nigerian Used,236004.0,2400.0,Registered,2080000.0,lagos
Lexus,RX 350,2013.0,Gray,Nigerian Used,116807.0,3500.0,Registered,8840000.0,unknown
Lexus,IS,2009.0,Black,Nigerian Used,153316.0,2800.0,Imported,3150000.0,abuja
Volkswagen,Passat,2007.0,Green,Nigerian Used,293210.0,2000.0,Registered,2912000.0,abuja
Chrysler,200,2011.0,White,Foreign Used,227383.0,2400.0,Imported,3150000.0,unknown
Toyota,Hilux,2009.0,White,Nigerian Used,280237.0,2500.0,Registered,10920000.0,lagos
Lexus,RX 350,2007.0,Blue,Nigerian Used,151382.0,3500.0,Registered,4420000.0,unknown
Toyota,HiAce,2010.0,White,Nigerian Used,272317.0,2700.0,Imported,11550000.0,unknown
Toyota,Condor,2005.0,Off white,Nigerian Used,201413.0,3000.0,Registered,2625000.0,jos
Honda,Accord,2006.0,Black,Nigerian Used,355665.0,2000.0,Imported,1976000.0,unknown
Lexus,RX 350,2012.0,Blue,Foreign Used,92139.0,3500.0,Imported,10975000.0,unknown
Toyota,Matrix,2004.0,Blue,Nigerian Used,308244.0,1800.0,Registered,2100000.0,lagos
Toyota,Sienna,2011.0,White,Foreign Used,182566.0,3500.0,Imported,10400000.0,unknown
Mercedes-Benz,CLA-Class,2014.0,White,Nigerian Used,45339.0,2000.0,Imported,7825000.0,lagos
Mercedes-Benz,M Class,2008.0,Gold,Foreign Used,118973.0,3500.0,Imported,6240000.0,unknown
Toyota,RAV4,2001.0,Silver,Nigerian Used,110979.0,2000.0,Imported,1976000.0,lagos
Lexus,IS,2008.0,White,Nigerian Used,190040.0,3500.0,Imported,3150000.0,lagos
Toyota,HiAce,2011.0,White,Nigerian Used,61039.0,2700.0,Registered,10500000.0,unknown
Toyota,Corolla,2010.0,Gray,Nigerian Used,142824.0,1800.0,Registered,2887500.0,lagos
Toyota,Camry,2002.0,White,Nigerian Used,236178.0,2400.0,Registered,1768000.0,unknown
Jeep,Compass,2014.0,Blue,Foreign Used,83736.0,2400.0,Imported,6825000.0,unknown
BMW,530i,2004.0,Gray,Nigerian Used,249804.0,2500.0,Brand new,5775000.0,lagos
Toyota,Corolla,2003.0,Gray,Nigerian Used,459675.0,1800.0,Registered,2047500.0,kaduna
Toyota,Camry,2006.0,Red,Nigerian Used,205899.0,2400.0,Registered,1995000.0,unknown
Honda,Pilot,2004.0,Gold,Nigerian Used,178942.0,3500.0,Registered,1872000.0,unknown
Toyota,Matrix,2007.0,Black,Nigerian Used,273835.0,1800.0,Registered,2100000.0,lagos
Toyota,Corolla,2003.0,Black,Nigerian Used,112163.0,1800.0,Registered,2912000.0,unknown
Toyota,Corolla,2007.0,Black,Nigerian Used,211889.0,1800.0,Registered,2756000.0,lagos
Toyota,RAV4,2008.0,Green,Nigerian Used,62996.0,2400.0,Imported,3328000.0,lagos
Mercedes-Benz,E200,2014.0,Red,Nigerian Used,134387.0,2000.0,Registered,8085000.0,lagos
Toyota,Fortuner,2017.0,Black,Nigerian Used,72710.0,2700.0,Registered,16800000.0,lagos
Hyundai,Santa Fe,2014.0,Black,Nigerian Used,119109.0,2400.0,Brand new,3675000.0,lagos
Ford,Focus,2014.0,Silver,Nigerian Used,87044.0,2000.0,Imported,3390000.0,lagos
Toyota,Sienna,2001.0,Blue,Nigerian Used,219596.0,3000.0,Registered,2600000.0,lagos
Chrysler,Sebring,2010.0,Silver,Foreign Used,175374.0,2700.0,Imported,5860000.0,unknown
Nissan,Qashqai,2015.0,Purple,Nigerian Used,74621.0,2000.0,Brand new,4725000.0,lagos
Hyundai,Tucson,2020.0,Black,Nigerian Used,26687.0,2000.0,Registered,15225000.0,lagos
Volkswagen,Passat,2012.0,Black,Nigerian Used,80850.0,3000.0,Registered,2912000.0,lagos
BMW,328i,2009.0,Black,Nigerian Used,267818.0,3000.0,Imported,4200000.0,lagos
Mercedes-Benz,C350,2009.0,Black,Nigerian Used,233944.0,3500.0,Imported,3260000.0,unknown
Toyota,Venza,2009.0,Gray,Foreign Used,204757.0,3500.0,Imported,5775000.0,unknown
Toyota,Corolla,2009.0,Black,Nigerian Used,85142.0,1800.0,Registered,2205000.0,unknown
Toyota,RAV4,2006.0,Black,Nigerian Used,180413.0,3500.0,Registered,2940000.0,lagos
Toyota,Camry,2013.0,Black,Foreign Used,114288.0,2500.0,Imported,4830000.0,unknown
Toyota,Sienna,2007.0,White,Nigerian Used,174759.0,3500.0,Registered,3224000.0,lagos
Honda,Pilot,2003.0,Red,Nigerian Used,210783.0,3500.0,Registered,1822000.0,unknown
Ford,Ecosport,2011.0,Gray,Nigerian Used,107070.0,1500.0,Imported,2310000.0,unknown
Hyundai,Sonata,2011.0,Blue,Nigerian Used,152594.0,2000.0,Imported,4160000.0,lagos
Ford,Edge,2009.0,Gray,Nigerian Used,211160.0,3500.0,Registered,2310000.0,unknown
Toyota,Corolla,2006.0,Red,Nigerian Used,462617.0,1800.0,Registered,1995000.0,imo
Mazda,CX-7,2006.0,Gray,Nigerian Used,256589.0,2300.0,Imported,2835000.0,lagos
Honda,Accord,2014.0,Gray,Nigerian Used,111155.0,2500.0,Imported,4680000.0,abuja
Honda,CR-V,2007.0,Red,Nigerian Used,159850.0,2000.0,Registered,2700000.0,rivers
Ford,Ranger,2011.0,White,Nigerian Used,176732.0,2400.0,Brand new,4515000.0,akwa-ibom
Ford,Edge,2011.0,Black,Nigerian Used,171407.0,3500.0,Registered,3360000.0,abuja
Honda,Accord,2011.0,Silver,Nigerian Used,223350.0,2400.0,Registered,2496000.0,abuja
Ford,Escape,2009.0,White,Nigerian Used,94589.0,3500.0,Registered,3150000.0,abuja
Audi,A6,2005.0,Brown,Foreign Used,290579.0,3200.0,Imported,4725000.0,unknown
Nissan,Maxima,2010.0,Gray,Nigerian Used,268162.0,3500.0,Registered,2100000.0,lagos
Lexus,ES,2004.0,Silver,Nigerian Used,103539.0,3300.0,Imported,2600000.0,lagos
Toyota,Camry,2006.0,Black,Nigerian Used,235124.0,2400.0,Registered,2612000.0,unknown
Toyota,Venza,2011.0,White,Nigerian Used,198082.0,2700.0,Registered,6032000.0,abuja
Ford,Edge,2010.0,Gray,Nigerian Used,269722.0,3500.0,Imported,3640000.0,edo
Nissan,Qashqai,2012.0,Gray,Nigerian Used,45588.0,1200.0,Imported,2625000.0,lagos
Lexus,IS,2006.0,Gray,Nigerian Used,242905.0,2500.0,Imported,3432000.0,lagos
Mercedes-Benz,GLK-Class,2012.0,Black,Nigerian Used,131108.0,3500.0,Imported,6300000.0,abuja
Dodge,Journey,2010.0,Red,Nigerian Used,145924.0,3500.0,Registered,3150000.0,lagos
Hyundai,Ix35,2014.0,Black,Nigerian Used,121037.0,2000.0,Registered,3900000.0,abuja
Hyundai,Sonata,2019.0,Black,Nigerian Used,30745.0,2400.0,Brand new,7350000.0,lagos
Mercedes-Benz,E350,2009.0,Silver,Nigerian Used,40995.0,3500.0,Imported,6500000.0,lagos
Infiniti,FX,2005.0,White,Nigerian Used,242215.0,3500.0,Imported,3150000.0,lagos
Nissan,Sentra,2008.0,Blue,Nigerian Used,210640.0,2000.0,Registered,1680000.0,lagos
Toyota,Corolla,2004.0,Gold,Nigerian Used,482800.0,1800.0,Registered,1942500.0,unknown
Hyundai,Ix35,2012.0,Black,Nigerian Used,106849.0,2000.0,Registered,3150000.0,akwa ibom
Toyota,Corolla,2004.0,Gold,Nigerian Used,218164.0,1800.0,Imported,2288000.0,abuja
Land Rover,Lr2,2012.0,Black,Nigerian Used,93114.0,3200.0,Imported,3675000.0,unknown
Kia,Sportage,2014.0,Red,Nigerian Used,249523.0,1400.0,Imported,3045000.0,abuja
