Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Bought Condition,Price,Registered state
Lexus,RX 350,2010.0,Blue,Foreign Used,185273.0,3400.0,Imported,9975000.0,unknown
Toyota,RAV4,2017.0,Blue,Foreign Used,35528.0,2500.0,Imported,17680000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,155329.0,2400.0,Registered,3328000.0,abuja
Toyota,Corolla,2009.0,Black,Nigerian Used,216338.0,2500.0,Registered,3016000.0,lagos
Mercedes-Benz,E350,2011.0,Black,Foreign Used,180069.0,3500.0,Imported,7800000.0,unknown
Toyota,Corolla,2006.0,Gray,Foreign Used,148044.0,1800.0,Imported,4160000.0,unknown
Lexus,RX 350,2007.0,Black,Foreign Used,206211.0,3500.0,Imported,6084000.0,unknown
Mercedes-Benz,GLK-Class,2012.0,White,Nigerian Used,109726.0,3500.0,Imported,8840000.0,unknown
Toyota,Corolla,2011.0,Black,Nigerian Used,219124.0,1800.0,Registered,3432000.0,delta
Toyota,Camry,2009.0,Silver,Nigerian Used,101752.0,2400.0,Imported,3640000.0,lagos
Toyota,Camry,2007.0,Silver,Nigerian Used,292016.0,3500.0,Imported,2625000.0,lagos
Toyota,Highlander,2001.0,Red,Foreign Used,245527.0,3000.0,Imported,3640000.0,unknown
Toyota,Camry,2009.0,Gray,Foreign Used,244613.0,3500.0,Imported,4680000.0,unknown
Toyota,Camry,2010.0,Gray,Nigerian Used,132855.0,2500.0,Registered,4160000.0,unknown
Toyota,Camry,2007.0,Silver,Foreign Used,304160.0,2400.0,Imported,4680000.0,unknown
Toyota,Matrix,2009.0,Silver,Foreign Used,214867.0,1800.0,Imported,4200000.0,unknown
Toyota,Highlander,2001.0,Blue,Foreign Used,224430.0,3000.0,Imported,3465000.0,unknown
Toyota,Hilux,2011.0,Brown,Nigerian Used,296157.0,2700.0,Brand new,10920000.0,lagos
Ford,Edge,2010.0,Brown,Nigerian Used,196085.0,3500.0,Brand new,3640000.0,lagos
Toyota,Corolla,2010.0,Silver,Nigerian Used,128376.0,1800.0,Registered,3640000.0,abuja
Ford,Edge,2011.0,Burgandy,Nigerian Used,227856.0,3500.0,Imported,4680000.0,lagos
Toyota,Camry,2011.0,Gray,Foreign Used,97708.0,2500.0,Imported,4940000.0,unknown
Ford,Edge,2010.0,Red,Foreign Used,222537.0,3500.0,Imported,4200000.0,unknown
Acura,MDX,2009.0,Black,Foreign Used,151896.0,3700.0,Imported,6760000.0,unknown
Toyota,RAV4,2010.0,Blue,Nigerian Used,134334.0,3500.0,Imported,5408000.0,lagos
Kia,Rio,2019.0,Blue,Nigerian Used,27293.0,1400.0,Imported,9360000.0,unknown
Toyota,RAV4,2015.0,Gray,Foreign Used,84211.0,2500.0,Imported,14352000.0,unknown
Lexus,ES,2004.0,Gold,Foreign Used,228194.0,3300.0,Imported,4160000.0,unknown
Lexus,IS,2006.0,Silver,Foreign Used,263196.0,2500.0,Imported,4472000.0,unknown
Mercedes-Benz,GL-Class,2009.0,Black,Nigerian Used,60539.0,4000.0,Registered,8320000.0,lagos
Ford,Explorer,2013.0,Black,Nigerian Used,136368.0,3500.0,Registered,5225000.0,lagos
Toyota,Camry,2005.0,Silver,Foreign Used,359405.0,2400.0,Imported,3328000.0,unknown
Toyota,Highlander,2012.0,Silver,Foreign Used,176409.0,3500.0,Imported,8610000.0,unknown
Lexus,RX,2005.0,Gold,Nigerian Used,125328.0,3300.0,Registered,4680000.0,adamawa
Toyota,Camry,2018.0,Blue,Foreign Used,107314.0,2500.0,Imported,15600000.0,unknown
Lexus,ES,2002.0,Silver,Nigerian Used,269294.0,3300.0,Imported,4368000.0,lagos
Toyota,Corolla,2012.0,Blue,Foreign Used,91447.0,1800.0,Imported,5096000.0,unknown
Toyota,Highlander,2008.0,Gray,Nigerian Used,81913.0,3500.0,Registered,6552000.0,lagos
Mercedes-Benz,GL-Class,2011.0,White,Nigerian Used,203599.0,4000.0,Imported,9880000.0,lagos
Toyota,Corolla,2006.0,Gray,Nigerian Used,382165.0,1800.0,Registered,3120000.0,unknown
Honda,Pilot,2009.0,Gray,Foreign Used,230658.0,3500.0,Imported,5250000.0,unknown
Honda,Accord,2013.0,Black,Foreign Used,274052.0,2000.0,Imported,6300000.0,unknown
Mercedes-Benz,E350,2010.0,Black,Foreign Used,154179.0,3500.0,Imported,8840000.0,unknown
Toyota,Camry,2012.0,Black,Foreign Used,180600.0,2500.0,Imported,5250000.0,unknown
Toyota,Corolla,2006.0,Brown,Foreign Used,243012.0,1800.0,Imported,4056000.0,unknown
Toyota,Camry,2010.0,Gray,Nigerian Used,162982.0,2500.0,Registered,3848000.0,lagos
Hyundai,Sonata,2013.0,Silver,Foreign Used,266679.0,2400.0,Imported,6240000.0,unknown
Kia,Sorento,2011.0,Blue,Nigerian Used,209070.0,3500.0,Registered,3848000.0,lagos
Hyundai,Santa Fe,2007.0,Gray,Foreign Used,300037.0,3300.0,Imported,4160000.0,unknown
Toyota,Corolla,2005.0,Gray,Foreign Used,177447.0,1800.0,Imported,3744000.0,unknown
Lexus,RX 350,2013.0,Silver,Foreign Used,120904.0,3500.0,Imported,12600000.0,unknown
Lexus,GS,2008.0,Blue,Foreign Used,201325.0,3500.0,Imported,5200000.0,unknown
Toyota,Corolla,2005.0,Gray,Nigerian Used,187932.0,1800.0,Imported,2600000.0,lagos
Lexus,ES,2007.0,Silver,Foreign Used,151142.0,3500.0,Imported,6240000.0,unknown
Toyota,Highlander,2007.0,Silver,Foreign Used,210080.0,3300.0,Imported,5000000.0,unknown
Toyota,Camry,2007.0,Red,Nigerian Used,161123.0,2400.0,Imported,3448000.0,imo
Toyota,Corolla,2006.0,Gray,Nigerian Used,288446.0,1800.0,Registered,2300000.0,unknown
Acura,MDX,2011.0,Black,Nigerian Used,65548.0,3700.0,Imported,6300000.0,unknown
Mercedes-Benz,M Class,2009.0,Gray,Nigerian Used,250916.0,3500.0,Brand new,4200000.0,lagos
Toyota,Camry,2005.0,Gray,Foreign Used,164726.0,2400.0,Imported,3952000.0,unknown
Ford,Edge,2012.0,Burgandy,Nigerian Used,67685.0,3500.0,Registered,5200000.0,rivers
Honda,Accord,2013.0,Black,Nigerian Used,123566.0,1800.0,Brand new,6240000.0,lagos
Hyundai,Tucson,2013.0,Gray,Foreign Used,87499.0,2400.0,Imported,5775000.0,unknown
Toyota,Highlander,2016.0,Blue,Foreign Used,102967.0,3500.0,Imported,13125000.0,unknown
Mercedes-Benz,E350,2011.0,Black,Foreign Used,213274.0,3500.0,Imported,11960000.0,unknown
Toyota,Matrix,2005.0,Blue,Nigerian Used,100106.0,1800.0,Registered,2600000.0,lagos
Toyota,Corolla,2013.0,Gray,Nigerian Used,66970.0,1800.0,Imported,4680000.0,unknown
Toyota,Camry,2008.0,Gray,Nigerian Used,318609.0,2400.0,Imported,3640000.0,lagos
Lexus,RX,2013.0,White,Foreign Used,145754.0,3500.0,Imported,13520000.0,unknown
Toyota,Camry,2008.0,Green,Nigerian Used,177987.0,2400.0,Registered,3120000.0,unknown
Toyota,Corolla,2006.0,Black,Foreign Used,204868.0,1800.0,Imported,3848000.0,unknown
Toyota,Camry,2012.0,Black,Foreign Used,121918.0,2500.0,Imported,6240000.0,unknown
Mercedes-Benz,GLK-Class,2012.0,Black,Foreign Used,241587.0,3500.0,Imported,9880000.0,unknown
Lexus,GS,2007.0,Gray,Nigerian Used,135799.0,3500.0,Registered,4368000.0,abuja
Mazda,CX-9,2008.0,Red,Foreign Used,158917.0,3700.0,Imported,4680000.0,unknown
Land Rover,Lr3,2006.0,Gray,Nigerian Used,103875.0,4000.0,Imported,4160000.0,lagos
Honda,Pilot,2007.0,Green,Foreign Used,293252.0,3500.0,Imported,4160000.0,unknown
Toyota,Highlander,2008.0,Blue,Nigerian Used,82102.0,3500.0,Registered,6032000.0,unknown
Toyota,Camry,2008.0,Gold,Foreign Used,300392.0,2400.0,Imported,4472000.0,unknown
Toyota,Sienna,2007.0,Burgandy,Foreign Used,405471.0,3500.0,Imported,3952000.0,unknown
Nissan,Sentra,2013.0,Black,Nigerian Used,96074.0,1800.0,Brand new,3150000.0,lagos
Toyota,Corolla,2011.0,Gray,Nigerian Used,128669.0,1800.0,Registered,3744000.0,lagos
Mazda,CX-9,2008.0,White,Foreign Used,200058.0,3700.0,Imported,5200000.0,unknown
Toyota,Camry,2004.0,Blue,Nigerian Used,257764.0,2400.0,Imported,2184000.0,lagos
Toyota,Venza,2010.0,Gray,Nigerian Used,207482.0,3500.0,Imported,5720000.0,lagos
Toyota,Corolla,2006.0,Black,Nigerian Used,204244.0,1800.0,Registered,2392000.0,lagos
Honda,Pilot,2005.0,Green,Foreign Used,216850.0,3500.0,Imported,3744000.0,unknown
Mercedes-Benz,E350,2011.0,Black,Nigerian Used,209043.0,3500.0,Imported,5304000.0,lagos
Toyota,Venza,2010.0,Silver,Foreign Used,265610.0,3500.0,Imported,8632000.0,unknown
Mercedes-Benz,E350,2011.0,Black,Nigerian Used,167435.0,3500.0,Imported,8840000.0,rivers
Lexus,RX 350,2012.0,Silver,Foreign Used,162459.0,3500.0,Imported,12480000.0,unknown
Lexus,IS,2007.0,Gray,Nigerian Used,323319.0,3300.0,Registered,3432000.0,lagos
Toyota,Corolla,2007.0,Gray,Foreign Used,153852.0,1800.0,Imported,4264000.0,unknown
Toyota,4-Runner,2003.0,Gray,Foreign Used,167102.0,4000.0,Imported,5824000.0,unknown
Toyota,Camry,2007.0,Gold,Nigerian Used,200625.0,2400.0,Registered,3120000.0,abuja
Toyota,Sienna,2006.0,Gray,Foreign Used,189023.0,3300.0,Imported,4200000.0,unknown
Mercedes-Benz,C300,2008.0,Gray,Nigerian Used,299371.0,3000.0,Imported,3960000.0,unknown
Toyota,Camry,2009.0,Black,Nigerian Used,83524.0,2400.0,Registered,3016000.0,abuja
Lexus,RX 350,2007.0,Gold,Foreign Used,384910.0,3500.0,Imported,6240000.0,unknown
Toyota,Highlander,2006.0,Green,Foreign Used,184304.0,3300.0,Imported,4992000.0,unknown
Hyundai,Sonata,2012.0,Black,Foreign Used,191727.0,2400.0,Imported,4784000.0,unknown
Toyota,Camry,2007.0,Gold,Foreign Used,159487.0,2400.0,Imported,4004000.0,unknown
Lexus,ES,2003.0,Gray,Foreign Used,418904.0,3000.0,Imported,3380000.0,unknown
Toyota,Highlander,2003.0,Blue,Foreign Used,158740.0,3500.0,Imported,4888000.0,unknown
Lexus,ES,2007.0,Gold,Nigerian Used,210067.0,3500.0,Registered,5720000.0,unknown
Toyota,Highlander,2012.0,White,Nigerian Used,88261.0,3500.0,Registered,7072000.0,lagos
Ford,Edge,2011.0,Blue,Nigerian Used,47341.0,3500.0,Registered,4160000.0,unknown
Toyota,Highlander,2006.0,Blue,Nigerian Used,167752.0,3300.0,Imported,4004000.0,lagos
Toyota,Corolla,2010.0,Black,Nigerian Used,192419.0,1800.0,Imported,3120000.0,lagos
Toyota,Sienna,2008.0,Red,Foreign Used,377457.0,3500.0,Imported,5096000.0,unknown
Toyota,Camry,2010.0,Gray,Foreign Used,293912.0,3500.0,Imported,5200000.0,unknown
Toyota,Highlander,2015.0,Green,Nigerian Used,55177.0,3500.0,Imported,13520000.0,lagos
Acura,TL,2009.0,Gray,Foreign Used,271775.0,3700.0,Imported,4680000.0,unknown
Ford,Edge,2010.0,Silver,Nigerian Used,202930.0,3500.0,Registered,3640000.0,lagos
Ford,Edge,2008.0,Red,Nigerian Used,235794.0,3500.0,Registered,3640000.0,unknown
Toyota,Venza,2011.0,Silver,Foreign Used,78411.0,3500.0,Imported,9048000.0,unknown
Mercedes-Benz,GLK-Class,2013.0,White,Foreign Used,135784.0,3500.0,Imported,13312000.0,unknown
Ford,Edge,2007.0,Purple,Nigerian Used,105202.0,3500.0,Imported,2600000.0,kano
Ford,Edge,2008.0,Black,Nigerian Used,152438.0,3500.0,Imported,3744000.0,lagos
Toyota,RAV4,2010.0,Beige,Foreign Used,196359.0,3500.0,Imported,6048000.0,unknown
Toyota,Camry,2005.0,Gold,Nigerian Used,171697.0,2400.0,Registered,2600000.0,abuja
Mercedes-Benz,C300,2009.0,Brown,Foreign Used,99779.0,3000.0,Imported,6760000.0,unknown
Mazda,CX-9,2009.0,Gray,Foreign Used,308109.0,3700.0,Imported,5928000.0,unknown
Mercedes-Benz,GL-Class,2007.0,Gray,Nigerian Used,150065.0,3000.0,Imported,4516000.0,lagos
Hyundai,Sonata,2013.0,Red,Foreign Used,235401.0,2400.0,Imported,7072000.0,unknown
Toyota,Corolla,2008.0,Red,Foreign Used,239976.0,1800.0,Imported,3848000.0,unknown
Ford,Escape,2011.0,Gray,Foreign Used,130787.0,3000.0,Imported,4725000.0,unknown
Lexus,RX 350,2009.0,Black,Foreign Used,161794.0,3500.0,Imported,7800000.0,unknown
Toyota,Corolla,2011.0,White,Foreign Used,138987.0,1800.0,Imported,4700000.0,unknown
Toyota,Corolla,2007.0,White,Foreign Used,114538.0,1800.0,Imported,3150000.0,unknown
Lexus,ES,2007.0,Black,Foreign Used,134246.0,3500.0,Imported,4725000.0,unknown
Toyota,Corolla,2013.0,Gold,Foreign Used,194694.0,1800.0,Imported,6240000.0,unknown
Toyota,Camry,2007.0,Blue,Nigerian Used,97608.0,2200.0,Registered,3432000.0,unknown
Toyota,Corolla,2007.0,Red,Foreign Used,167234.0,1800.0,Imported,3360000.0,unknown
Kia,Optima,2011.0,Brown,Nigerian Used,88384.0,2000.0,Brand new,3675000.0,unknown
Mercedes-Benz,C300,2010.0,Black,Foreign Used,192686.0,3000.0,Imported,5720000.0,unknown
Ford,Edge,2007.0,Purple,Nigerian Used,172172.0,3500.0,Registered,3120000.0,unknown
Hyundai,Sonata,2011.0,Gray,Foreign Used,196957.0,2000.0,Imported,4992000.0,unknown
Lexus,ES,2007.0,Black,Nigerian Used,88574.0,3500.0,Registered,4160000.0,unknown
Toyota,Camry,2006.0,Red,Nigerian Used,153365.0,2400.0,Registered,3016000.0,unknown
Toyota,Camry,2012.0,Black,Nigerian Used,296794.0,2300.0,Imported,4680000.0,rivers
Lexus,ES,2009.0,Blue,Nigerian Used,202081.0,3500.0,Imported,3640000.0,lagos
Toyota,Corolla,2007.0,Silver,Nigerian Used,117067.0,1800.0,Imported,2808000.0,unknown
Lexus,ES,2005.0,White,Foreign Used,266865.0,3300.0,Imported,4056000.0,unknown
Toyota,Venza,2011.0,White,Nigerian Used,91897.0,3500.0,Registered,5720000.0,unknown
Mercedes-Benz,CLA-Class,2015.0,White,Nigerian Used,22892.0,2000.0,Imported,14560000.0,lagos
Volkswagen,Touareg,2007.0,Gray,Nigerian Used,282254.0,3500.0,Registered,3150000.0,lagos
Mercedes-Benz,GLK-Class,2012.0,Green,Foreign Used,229498.0,3500.0,Imported,9880000.0,unknown
Nissan,Rogue,2012.0,Silver,Nigerian Used,115301.0,2500.0,Registered,3045000.0,unknown
Toyota,Highlander,2009.0,Black,Foreign Used,417672.0,3500.0,Imported,8320000.0,unknown
Toyota,Camry,2007.0,Gray,Nigerian Used,207431.0,2400.0,Imported,2912000.0,unknown
Toyota,Corolla,2012.0,Blue,Foreign Used,120957.0,1800.0,Imported,5824000.0,unknown
Kia,Sorento,2004.0,Blue,Nigerian Used,311919.0,3500.0,Imported,3675000.0,lagos
Toyota,RAV4,2015.0,Black,Nigerian Used,60610.0,2500.0,Registered,11960000.0,lagos
Lexus,ES,2007.0,Black,Nigerian Used,162483.0,3500.0,Registered,4160000.0,unknown
Mercedes-Benz,M Class,2006.0,Gold,Nigerian Used,205443.0,3500.0,Imported,3980000.0,lagos
Toyota,Camry,2012.0,Black,Nigerian Used,63565.0,2500.0,Registered,4680000.0,unknown
Volvo,XC90,2005.0,Black,Foreign Used,100160.0,2500.0,Imported,4725000.0,unknown
Lexus,ES,2007.0,Black,Nigerian Used,162384.0,3500.0,Imported,3752000.0,unknown
Toyota,Highlander,2012.0,Black,Nigerian Used,104255.0,3500.0,Imported,10400000.0,lagos
Lexus,RX,2005.0,Black,Foreign Used,175215.0,3300.0,Imported,5040000.0,unknown
Toyota,Camry,2014.0,Gray,Nigerian Used,61095.0,2500.0,Imported,4784000.0,abuja
Toyota,Corolla,2007.0,Gold,Nigerian Used,221811.0,1800.0,Registered,2504000.0,unknown
Toyota,RAV4,2007.0,Gray,Nigerian Used,247138.0,2400.0,Registered,4160000.0,lagos
Ford,Focus,2012.0,Black,Foreign Used,180487.0,2000.0,Imported,4056000.0,unknown
Nissan,Pathfinder,2005.0,Gray,Nigerian Used,93316.0,4000.0,Registered,2808000.0,unknown
Lexus,ES,2009.0,Blue,Nigerian Used,163597.0,3500.0,Imported,4160000.0,lagos
Toyota,Camry,2012.0,Gray,Nigerian Used,178646.0,2500.0,Imported,4784000.0,lagos
Lexus,ES,2008.0,Silver,Foreign Used,123161.0,3500.0,Imported,5408000.0,unknown
Toyota,Camry,2002.0,Gold,Nigerian Used,186270.0,2400.0,Registered,2080000.0,abuja
Toyota,Camry,2014.0,Silver,Nigerian Used,83535.0,2500.0,Imported,5200000.0,lagos
Toyota,RAV4,2008.0,Silver,Foreign Used,116535.0,3500.0,Imported,6240000.0,unknown
Toyota,Camry,2007.0,Silver,Nigerian Used,110496.0,2400.0,Imported,2912000.0,lagos
Toyota,Corolla,2009.0,Gray,Foreign Used,339168.0,1800.0,Imported,4300000.0,unknown
Lexus,ES,2007.0,Silver,Foreign Used,96312.0,3500.0,Imported,5928000.0,unknown
Mercedes-Benz,E350,2010.0,Black,Foreign Used,315692.0,3500.0,Imported,7280000.0,unknown
Toyota,Venza,2009.0,Red,Nigerian Used,105583.0,3500.0,Registered,6240000.0,lagos
Toyota,Camry,2010.0,Gray,Nigerian Used,192502.0,2500.0,Imported,3952000.0,rivers
Iveco,Daily,2000.0,White,Foreign Used,158594.0,3000.0,Imported,3275000.0,unknown
Toyota,Highlander,2008.0,Blue,Nigerian Used,124133.0,3500.0,Registered,5928000.0,abuja
Toyota,Venza,2011.0,White,Foreign Used,159894.0,2400.0,Imported,8840000.0,unknown
Volkswagen,Passat,2008.0,Gray,Foreign Used,240107.0,3600.0,Imported,3120000.0,unknown
Lexus,ES,2009.0,Black,Nigerian Used,85292.0,3500.0,Imported,4160000.0,lagos
Toyota,Land Cruiser,2011.0,Black,Nigerian Used,97413.0,2700.0,Registered,21840000.0,unknown
Honda,Accord,2008.0,Gray,Nigerian Used,143554.0,2400.0,Registered,2600000.0,unknown
Toyota,Camry,2007.0,Red,Nigerian Used,81298.0,2400.0,Imported,3120000.0,unknown
Ford,Edge,2010.0,Black,Foreign Used,317888.0,3500.0,Imported,5200000.0,unknown
Toyota,Corolla,2011.0,Gray,Nigerian Used,102125.0,1800.0,Imported,4524000.0,unknown
Mercedes-Benz,GLK-Class,2012.0,Red,Nigerian Used,196211.0,3500.0,Imported,8320000.0,abuja
Lexus,ES,2007.0,Black,Nigerian Used,272291.0,3500.0,Imported,5200000.0,abuja
Toyota,Corolla,2006.0,Blue,Nigerian Used,337077.0,1800.0,Registered,2496000.0,unknown
Toyota,Sienna,2006.0,Gray,Foreign Used,355817.0,3300.0,Imported,4680000.0,unknown
Toyota,Camry,2010.0,Silver,Nigerian Used,323173.0,2500.0,Registered,3952000.0,lagos
Lexus,ES,2004.0,Silver,Foreign Used,303415.0,3300.0,Imported,3848000.0,unknown
Lexus,ES,2008.0,Gray,Nigerian Used,382784.0,3500.0,Imported,3640000.0,lagos
Toyota,Highlander,2003.0,Blue,Nigerian Used,123007.0,3300.0,Imported,3536000.0,unknown
Toyota,4-Runner,2007.0,Black,Nigerian Used,220394.0,4000.0,Imported,6760000.0,lagos
Toyota,Corolla,2011.0,Gray,Foreign Used,99345.0,1800.0,Imported,4888000.0,unknown
Toyota,Camry,2007.0,White,Nigerian Used,171462.0,2400.0,Registered,3432000.0,lagos
Mercedes-Benz,M Class,2007.0,Black,Foreign Used,162714.0,3500.0,Imported,6276000.0,unknown
Toyota,Highlander,2002.0,Black,Nigerian Used,458166.0,3000.0,Imported,2808000.0,lagos
Toyota,Camry,2012.0,Blue,Nigerian Used,368608.0,2500.0,Registered,4410000.0,lagos
Mercedes-Benz,C300,2010.0,Gray,Nigerian Used,146741.0,3000.0,Imported,4680000.0,abuja
Mitsubishi,L200,2014.0,White,Nigerian Used,313363.0,2300.0,Registered,5512000.0,lagos
Toyota,Camry,2010.0,Gray,Foreign Used,110614.0,2500.0,Imported,4410000.0,unknown
Lexus,ES,2009.0,Black,Nigerian Used,194918.0,3500.0,Registered,4160000.0,unknown
Toyota,Camry,2009.0,Gray,Foreign Used,191931.0,2400.0,Imported,4264000.0,unknown
Lexus,RX 350,2014.0,Gray,Foreign Used,66322.0,3500.0,Imported,12075000.0,unknown
Toyota,Highlander,2011.0,White,Nigerian Used,81060.0,3500.0,Imported,11440000.0,lagos
Ford,Edge,2007.0,Orange,Nigerian Used,263991.0,3500.0,Registered,3640000.0,lagos
Honda,Accord,2013.0,Black,Nigerian Used,120352.0,3500.0,Imported,4200000.0,lagos
Toyota,Camry,2011.0,Silver,Foreign Used,187238.0,2400.0,Imported,4784000.0,unknown
Toyota,Corolla,2008.0,Black,Nigerian Used,118485.0,1800.0,Registered,3328000.0,abuja
Nissan,Murano,2009.0,Blue,Nigerian Used,272779.0,3500.0,Imported,3675000.0,rivers
Hyundai,Elantra,2014.0,Gray,Nigerian Used,75049.0,1600.0,Brand new,4160000.0,edo
Toyota,RAV4,2007.0,Gold,Nigerian Used,167134.0,2400.0,Imported,5200000.0,edo
Lexus,RX 300,2003.0,Brown,Foreign Used,166323.0,3000.0,Imported,4200000.0,unknown
Kia,Sorento,2008.0,Gold,Nigerian Used,227512.0,3300.0,Imported,2625000.0,lagos
Lexus,ES,2007.0,Black,Foreign Used,220717.0,3500.0,Imported,6240000.0,unknown
Toyota,Avalon,2012.0,Silver,Nigerian Used,67885.0,3500.0,Imported,4725000.0,abuja
Toyota,Camry,2006.0,Gold,Nigerian Used,236339.0,2400.0,Registered,2288000.0,delta
Toyota,Corolla,2013.0,Black,Foreign Used,157192.0,1800.0,Imported,5824000.0,unknown
Hyundai,Sonata,2012.0,Gray,Nigerian Used,169198.0,2400.0,Imported,4160000.0,lagos
Ford,Edge,2007.0,Black,Nigerian Used,106300.0,3500.0,Registered,3536000.0,lagos
Toyota,Camry,2007.0,Blue,Nigerian Used,190476.0,2500.0,Imported,3744000.0,lagos
Lexus,RX 350,2010.0,Black,Foreign Used,183905.0,3500.0,Imported,9240000.0,unknown
Toyota,Tacoma,2015.0,Gray,Nigerian Used,150449.0,4000.0,Imported,12600000.0,lagos
Toyota,Camry,2007.0,Red,Foreign Used,139409.0,2400.0,Imported,4056000.0,unknown
Mercedes-Benz,C300,2009.0,Gray,Nigerian Used,95483.0,3000.0,Imported,4680000.0,lagos
Honda,Accord,2010.0,Red,Nigerian Used,101235.0,3500.0,Imported,3224000.0,lagos
Hyundai,Elantra,2012.0,Red,Foreign Used,250844.0,1800.0,Imported,4095000.0,unknown
Mercedes-Benz,C250,2012.0,White,Nigerian Used,290369.0,1800.0,Imported,5775000.0,abuja
Mercedes-Benz,GLA-Class,2018.0,Black,Nigerian Used,23867.0,2000.0,Brand new,14700000.0,lagos
Lexus,ES,2009.0,Black,Foreign Used,117757.0,3500.0,Imported,5720000.0,unknown
Toyota,Highlander,2010.0,Black,Foreign Used,195092.0,3500.0,Imported,7875000.0,unknown
Toyota,Camry,2005.0,Green,Nigerian Used,357423.0,2400.0,Imported,2704000.0,unknown
Toyota,RAV4,2007.0,Gray,Nigerian Used,153775.0,3500.0,Imported,5200000.0,lagos
Mercedes-Benz,M Class,2006.0,Silver,Foreign Used,148199.0,3500.0,Imported,7488000.0,unknown
Toyota,Tacoma,2007.0,Black,Nigerian Used,108814.0,4000.0,Imported,6060000.0,unknown
Honda,CR-V,2012.0,Gray,Nigerian Used,115000.0,2400.0,Imported,5512000.0,lagos
Toyota,Corolla,2010.0,Gray,Foreign Used,230940.0,1800.0,Imported,4784000.0,unknown
Mitsubishi,Pajero,2017.0,Beige,Nigerian Used,31576.0,3000.0,Brand new,18375000.0,lagos
Toyota,RAV4,2006.0,Gold,Nigerian Used,59147.0,3000.0,Registered,3432000.0,unknown
Toyota,RAV4,2008.0,Black,Nigerian Used,189945.0,2400.0,Imported,3640000.0,imo
Toyota,Highlander,2003.0,Green,Nigerian Used,275519.0,3000.0,Registered,3952000.0,unknown
Hyundai,Ix35,2014.0,Red,Nigerian Used,70828.0,2000.0,Brand new,4368000.0,lagos
Hyundai,Sonata,2011.0,Gray,Nigerian Used,159110.0,1800.0,Imported,3848000.0,lagos
Honda,Accord,2009.0,Black,Nigerian Used,191925.0,3500.0,Registered,2392000.0,lagos
Lexus,RX 350,2015.0,Silver,Foreign Used,112853.0,3500.0,Imported,16640000.0,unknown
Toyota,Corolla,2006.0,Gold,Nigerian Used,231409.0,1800.0,Registered,2300000.0,lagos
Toyota,Highlander,2015.0,Gray,Foreign Used,98370.0,3500.0,Imported,18720000.0,unknown
Lexus,RX,2004.0,Blue,Foreign Used,349859.0,3300.0,Imported,5355000.0,unknown
Honda,Accord,2008.0,Black,Nigerian Used,186467.0,2500.0,Registered,2600000.0,lagos
Toyota,Camry,2007.0,Gray,Nigerian Used,126390.0,2500.0,Registered,2912000.0,abuja
Toyota,Sienna,2004.0,White,Foreign Used,300109.0,3300.0,Imported,3848000.0,unknown
Acura,MDX,2008.0,Gray,Foreign Used,392514.0,3700.0,Imported,4888000.0,unknown
Toyota,Camry,2002.0,Silver,Nigerian Used,277614.0,2400.0,Registered,2080000.0,lagos
Toyota,Venza,2010.0,Brown,Nigerian Used,31707.0,3500.0,Imported,5720000.0,unknown
Toyota,Corolla,2005.0,Beige,Nigerian Used,385139.0,1800.0,Imported,2808000.0,unknown
Toyota,Camry,2007.0,Gold,Nigerian Used,180170.0,2000.0,Registered,2415000.0,unknown
Honda,Accord,2006.0,Black,Foreign Used,187288.0,2400.0,Imported,2835000.0,unknown
Toyota,Camry,2004.0,Gray,Nigerian Used,293714.0,2400.0,Imported,2080000.0,lagos
Hyundai,Ix35,2013.0,Gray,Nigerian Used,145669.0,2000.0,Brand new,4368000.0,lagos
Toyota,Corolla,2003.0,Black,Nigerian Used,153325.0,1800.0,Imported,2095000.0,lagos
Lexus,RX 350,2013.0,Gold,Foreign Used,121946.0,3500.0,Imported,15100000.0,unknown
Toyota,Corolla,2006.0,Red,Nigerian Used,458473.0,1800.0,Registered,2496000.0,ogun
Toyota,Corolla,2010.0,Silver,Nigerian Used,112735.0,2400.0,Registered,2940000.0,unknown
Jeep,Wrangler,2011.0,Yellow,Nigerian Used,26768.0,3800.0,Registered,14175000.0,unknown
Toyota,Corolla,2003.0,Black,Nigerian Used,137795.0,1800.0,Registered,2392000.0,unknown
Toyota,Sienna,2001.0,Gray,Nigerian Used,317469.0,3000.0,Imported,2600000.0,lagos
Lexus,ES,2004.0,Brown,Nigerian Used,122872.0,3300.0,Registered,2912000.0,lagos
Toyota,Corolla,2011.0,Black,Foreign Used,183591.0,1800.0,Imported,4992000.0,unknown
Acura,MDX,2008.0,Black,Nigerian Used,111351.0,3700.0,Imported,3328000.0,lagos
Toyota,Corolla,2015.0,Black,Nigerian Used,115853.0,1800.0,Registered,4410000.0,lagos
Toyota,Sienna,2006.0,Gray,Nigerian Used,120519.0,3300.0,Registered,2652000.0,unknown
Toyota,Camry,2009.0,Black,Nigerian Used,224808.0,3500.0,Registered,2625000.0,abuja
Toyota,Camry,2007.0,Black,Nigerian Used,285157.0,2400.0,Imported,2600000.0,unknown
Lexus,RX 350,2015.0,White,Foreign Used,130130.0,3500.0,Imported,16120000.0,unknown
Lexus,ES,2011.0,Black,Nigerian Used,194564.0,3500.0,Registered,3990000.0,lagos
